nom,adresse,complement_adresse,code_postal,libelle_geographique,adresse_postale,lien,telephone,email,identifiant_deps_à_partir_de_2022,code_du_reseau_de_bibliothèques,coordonnees_gps_lat_lon,departement,source,identifiant_origine,type_equipement_ou_lieu,precision_equipement,region,domaine,nom_du_reseau_de_bibliotheques,services,nom_cmpp,code_cmpp
Bibliothèque de Lardiers,place  Des Lavandes,,04230,Lardiers,place  Des Lavandes 04230 Lardiers France,https://lamediatheque04.fr/,04 92 30 07 64,,,UC744,"44.057159, 5.712514",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16659,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,Pays de Forcalquier,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque municipale Saint-etienne Les Orgues,Square Elie Pallet,,04230,Saint-Étienne-les-Orgues,Square Elie Pallet 04230 Saint-Étienne-les-Orgues France,https://lamediatheque04.fr/,04 92 30 07 64,,,UC744,"44.043731, 5.781522",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI147,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,Pays de Forcalquier,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque D'ongles,Le Village,,04230,Ongles,Le Village 04230 Ongles France,https://lamediatheque04.fr/,04 92 30 07 64,,,UC744,"44.035396, 5.73047",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16829,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,Pays de Forcalquier,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Braux,1,,04240,Braux,1 04240 Braux France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.984281, 6.700168",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16612,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque d'Annot,rue Basse,,04240,Annot,rue Basse 04240 Annot France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.96651, 6.668146",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16161,Bibliothèque,Groupe 2,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Turriers,Centre de Réeducation L'eau Vive,,04250,Turriers,Centre de Réeducation L'eau Vive 04250 Turriers France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.401231, 6.16841",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI17147,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de La Motte-du-Caire,place Pied de Ville,,04250,La Motte-du-Caire,place Pied de Ville 04250 La Motte-du-Caire France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.343282, 6.028161",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16940,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Geer,"Rue du Centre, 22",,04250,GEER,"22 Rue du Centre, 4250 GEER",https://mabibli.be/,,,,aucun,"50.675242, 5.211092",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Berloz,"Rue Richard Orban, 1",,04257,BERLOZ,1 Rue Richard Orban 4257 BERLOZ,https://mabibli.be/,,,,aucun,"50.697983, 5.213131",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Bibliothèque d'Allos,Grand rue,,04260,Allos,Grand rue 04260 Allos France,https://lamediatheque04.fr/,04 92 30 07 64,,,UC691,"44.240005, 6.628579",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI15861,Bibliothèque,Groupe 2,Provence-Alpes-Côte d'Azur,Lecture publique,Bibliothèque du Haut Verdon,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Braives,Chemin du Via 20,,04260,BAIVES,20 Chemin du Via 4260 BAIVES,https://mabibli.be/,,,,aucun,"50.620464, 5.14526",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Bibliothèque d'Estoublon  \,Nc rue Grand rue,,04270,Estoublon,Nc rue Grand rue 04270 Estoublon France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.942958, 6.171367",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16875,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Mézel,8 rue Du Paysan,,04270,Mézel,8 rue Du Paysan 04270 Mézel France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.9968, 6.196255",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI18459,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Senez,Mairie Le Village,,04270,Senez,Mairie Le Village 04270 Senez France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.99752570709135, 6.196976479353313",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16648,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Médiathèque de Céreste,5 Boulevard Victor Hugo,,04280,Céreste,5 Boulevard Victor Hugo 04280 Céreste France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.856108, 5.592157",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI131,Bibliothèque,Groupe 2,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Hannut,"Rue de Landen, 43",,04280,HANNUT,"Rue de Landen, 43 4280 HANNUT",https://mabibli.be/,,,,aucun,"50.67705, 5.082237",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Centre documentaire Hannut,"rue de Landen, 43",,04280,Hannut,"43 rue de Landen, 4280 Hannut",https://mabibli.be/,,,,aucun,"50.66862, 5.071804",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Lincent,"Rue de Grand-Hallet, 2",,04287,LINCENT,"2 Rue de Grand-Hallet, 4287 LINCENT",https://mabibli.be/,,,,aucun,"50.7143592834, 5.0335474014",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Racour,"Rue de Landen, 31",,04287,RACOUR,"31 Rue de Landen, 4287 RACOUR",https://mabibli.be/,,,,aucun,"50.739546, 5.028667",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Bibliothèque du Château,Le Village,,04290,Volonne,Le Village 04290 Volonne France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.111261, 6.013756",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI152,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Limans,place de la Tour-De-Guet,,04300,Limans,place de la Tour-De-Guet 04300 Limans France,https://lamediatheque04.fr/,04 92 30 07 64,,,UC744,"43.984588, 5.731493",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16845,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,Pays de Forcalquier,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Sigonce,Nc Nc Le Village,,04300,Sigonce,Nc Nc Le Village 04300 Sigonce France,https://lamediatheque04.fr/,04 92 30 07 64,,,UC744,"43.995929, 5.840955",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI17037,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,Pays de Forcalquier,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Réseau de Lecture Publique de Pays de Forcalquier-Montagne D,4 Avenue de L'observatoire,,04300,Forcalquier,4 Avenue de L'observatoire 04300 Forcalquier France,https://lamediatheque04.fr/,04 92 30 07 64,,,UC744,"43.958374, 5.776292",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI17619,Bibliothèque,Groupe 1,Provence-Alpes-Côte d'Azur,Lecture publique,Pays de Forcalquier,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Saint-Martin-Les-Eaux,Le Château,,04300,Saint-Martin-les-Eaux,Le Château 04300 Saint-Martin-les-Eaux France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.874573, 5.734724",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16873,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Forcalquier Cbpt,Impasse Des Cordel,,04300,Forcalquier,Impasse Des Cordel 04300 Forcalquier France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.964562, 5.784576",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16849,Bibliothèque,non renseigné,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Waremme,"Rue du Rêwe, 13",,04300,WAREMME,"13 Rue du Rêwe, 4300 WAREMME",https://mabibli.be/,,,,aucun,"50.698012, 5.253444",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Longchamps,"Avenue du Prince Régent, 2",,04300,WAREMME,"2 Avenue du Prince Régent, 4300 WAREMME",https://mabibli.be/,,,,aucun,"50.691736, 5.244748",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Bibliothèque communautaire Marcelle Jourdan,rue Du Grand Cabaret,,04310,Peyruis,rue Du Grand Cabaret 04310 Peyruis France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.026546, 5.93636",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI141,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Viemme,"Rue de Huy, 175",,04317,FAIMES,175 Rue de Huy 4317 FAIMES,https://mabibli.be/,,,,aucun,"50.649704, 5.267578",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Bibliothèque d'Entrevaux,place Charles Panier,,04320,Entrevaux,place Charles Panier 04320 Entrevaux France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.950005, 6.810135",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16613,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Sausses,,,04320,Sausses,04320 Sausses France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.013, 6.787",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16611,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Barrême,La Grande Allée,,04330,Barrême,La Grande Allée 04330 Barrême France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.952541, 6.366902",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16642,Bibliothèque,Groupe 1,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Clumanc,Mairie La Cine,,04330,Clumanc,Mairie La Cine 04330 Clumanc France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.022713, 6.37826",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16621,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Blieux,Associatio Ancienne École,,04330,Blieux,Associatio Ancienne École 04330 Blieux France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.869631, 6.383622",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16650,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque du Lauzet,Mairie Du Lauzet,,04340,Le Lauzet-Ubaye,Mairie Du Lauzet 04340 Le Lauzet-Ubaye France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.426858, 6.436221",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI18060,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Méolans-Revel,La Fresquière,,04340,Méolans-Revel,La Fresquière 04340 Méolans-Revel France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.400293, 6.508559",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16925,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque municipale,,,04340,Ubaye-Serre-Ponçon,04340 Ubaye-Serre-Ponçon France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.455841, 6.302545",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI127,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Momalle,"Rue Joseph Désir, 5 ",,04350,MOMALLE,"5 Rue Joseph Désir,  4350 MOMALLE",https://mabibli.be/,,,,aucun,"50.675833, 5.370576",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Remicourt,"Rue J. Mélotte, 15",,04350,REMICOURT,"15 Rue J. Mélotte, 4350 REMICOURT",https://mabibli.be/,,,,aucun,"50.679594, 5.320895",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Hodeige,"Rue Joseph Corrin, 16",,04357,REMICOURT,"16 Rue Joseph Corrin, 4357 REMICOURT",https://mabibli.be/,,,,aucun,"50.6959314, 5.3407049",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Bibliothèque de Moustiers-Sainte-Marie,Espace Culturel Christiane Vivier,,04360,Moustiers-Sainte-Marie,Espace Culturel Christiane Vivier 04360 Moustiers-Sainte-Marie France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.847435, 6.220789",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16884,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Oreye,"Rue du Tilleul , 35",,04360,OREYE,"35 Rue du Tilleul , 4360 OREYE",https://mabibli.be/,,,,aucun,"50.728641, 5.355471",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Crisnée,"Rue Vincent Bonnechère, 14",,04367,CRISNEE,14 Rue Vincent Bonnechère 4367 CRISNEE,https://mabibli.be/,,,,aucun,"50.696711, 5.406326",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Bibliothèque municipale,4 rue Du Col,,04380,Thoard,4 rue Du Col 04380 Thoard France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.150164, 6.147913",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI150,Bibliothèque,Groupe 2,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Médiathèque de Barcelonnette,place Pierre-Gilles de Gennes,,04400,Barcelonnette,place Pierre-Gilles de Gennes 04400 Barcelonnette France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.381904, 6.632811",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI125,Bibliothèque,Groupe 1,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque de Puimoisson,Route de Riez,,04410,Puimoisson,Route de Riez 04410 Puimoisson France,https://lamediatheque04.fr/,04 92 30 07 64,,,UC10,"43.862747, 6.126579",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI10136,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,Communauté de Commune DLVA,A,Réseau des médiathèques Durance Luberon Verdon,UC10
Bibliothèque de Saint-Jurs,,,04410,Saint-Jurs,04410 Saint-Jurs France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"43.898763, 6.199235",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16880,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque municipale Jean Ferrat - Le Brusquet,47 place des Vantaires,,04420,Le Brusquet,47 place des Vantaires  04420 Le Brusquet France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.160687, 6.307341",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI20169,Bibliothèque,Bibliothèque municipale,Provence-Alpes-Côte d'Azur,Lecture publique,,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Bibliothèque municipale Jean Ferrat - Le Brusquet,47 place des Vantaires,,04420,Le Brusquet,47 place des Vantaires  04420 Le Brusquet France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.160687, 6.307341",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI20169,Bibliothèque,Bibliothèque municipale,Provence-Alpes-Côte d'Azur,Lecture publique,,,DOUBLON,
Bibliothèque de Prads-Haute-Bléone,Le Village,,04420,Prads-Haute-Bléone,Le Village 04420 Prads-Haute-Bléone France,https://lamediatheque04.fr/,04 92 30 07 64,,,aucun,"44.21887, 6.443123",Alpes-de-Haute-Provence,Ministère de la Culture - Service du livre et de la lecture,LI16932,Bibliothèque,Groupe 3,Provence-Alpes-Côte d'Azur,Lecture publique,-,A,Médiathèque départementale des Alpes de Haute Provence,CMPP04
Tout Va Bien (Saint-Nicolas),Rue Tout Va Bien 120,,04420,Saint-Nicolas,120 Rue Tout Va Bien 4420 Saint-Nicolas,https://mabibli.be/,,,,aucun,"50.629669, 5.539304",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Vieux Thier,Rue Vieux Thier 83,,04420,Saint-Nicolas,83 Rue Vieux Thier 4420 Saint-Nicolas,https://mabibli.be/,,,,aucun,"50.621497, 5.531086",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Emile Jeanne (Saint-Nicolas),Rue E. Jeanne 61,,04420,Saint-Nicolas,61 Rue E. Jeanne 4420 Saint-Nicolas,https://mabibli.be/,,,,aucun,"50.633969, 5.519304",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Botresses,Rue des Botresses 2,,04420,Saint-Nicolas,2 Rue des Botresses 4420 Saint-Nicolas,https://mabibli.be/,,,,aucun,"50.641183, 5.519824",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Arsène Soreil ,"Rue Walthère Jamar, 168 ",,04430,ANS,168 Rue Walthère Jamar 4430 ANS,https://mabibli.be/,,,,aucun,"50.65443, 5.534758",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Paul Biron,"Rue de l'Yser, 200 ",,04430,ANS,200 Rue de l'Yser 4430 ANS,https://mabibli.be/,,,,aucun,"50.659325, 5.52293",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
Loncin,"Rue de Jemeppe, 110",,04431,LONCIN,"110 Rue de Jemeppe, 4431 LONCIN",https://mabibli.be/,,,,aucun,"50.662767, 5.500294",,,,bibliothèque,,Belgique,,,A,Bibliothèques publiques en Province de Liège ,CMPPB101
