nom,adresse,complement_adresse,code_postal,libelle_geographique,adresse_postale,lien,telephone,email,identifiant_deps_à_partir_de_2022,code_du_reseau_de_bibliothèques,coordonnees_gps_lat_lon,departement,source,identifiant_origine,type_equipement_ou_lieu,precision_equipement,region,domaine,nom_du_reseau_de_bibliotheques,services,nom_cmpp,code_cmpp
bibliothèque,9 place de la mairie,,02480,jussy,9 place de la mairie 02480 jussy france,https://bibliotheque.aisne.com/,,,bibl_02397_3744,aucun,"49.723748,3.233031",Aisne,ministère de la culture - service du livre et de la lecture,li14780,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
médiathèque de vermand,place hôtel de ville,,02490,vermand,place hôtel de ville 02490 vermand france,https://bibliotheque.aisne.com/,,,bibl_02785_3791,uc530,"49.877987,3.150118",Aisne,ministère de la culture - service du livre et de la lecture,li15418,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque du château,6 impasse du chateau,,02500,hirson,6 impasse du chateau 02500 hirson france,https://bibliotheque.aisne.com/,,,bibl_02381_3741,aucun,"49.925675,4.079449",Aisne,ministère de la culture - service du livre et de la lecture,li67,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque,11 bis rue docteur schlienger,,02500,aubenton,11 bis rue docteur schlienger 02500 aubenton france,https://bibliotheque.aisne.com/,,,bibl_02031_3679,aucun,"49.838143,4.204975",Aisne,ministère de la culture - service du livre et de la lecture,li5057,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale,5,,02500,leuze,5 02500 leuze france,https://bibliotheque.aisne.com/,,,bibl_02425_3752,aucun,"49.85062,4.161255",Aisne,ministère de la culture - service du livre et de la lecture,li5099,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale,107 rue du 2 septembre,,02510,étreux,107 rue du 2 septembre 02510 étreux france,https://bibliotheque.aisne.com/,,,bibl_02298_3727,aucun,"50.003069,3.683171",Aisne,ministère de la culture - service du livre et de la lecture,li60,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque de viels-maisons,7 grande rue,,02540,viels-maisons,7 grande rue 02540 viels-maisons france,https://bibliotheque.aisne.com/,,,bibl_02798_3795,aucun,"48.895903,3.396115",Aisne,ministère de la culture - service du livre et de la lecture,li14782,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale,avenue du general leclerc,,02570,chézy-sur-marne,avenue du general leclerc 02570 chézy-sur-marne france,https://bibliotheque.aisne.com/,,,bibl_02186_3705,aucun,"48.990821,3.365322",Aisne,ministère de la culture - service du livre et de la lecture,li5074,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
médiathèque l'oise aux livres,rue de la libération,,02580,étréaupont,rue de la libération 02580 étréaupont france,https://bibliotheque.aisne.com/,,,bibl_02295_3725,aucun,"49.902059,3.917111",Aisne,ministère de la culture - service du livre et de la lecture,li59,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque d'etreillers,avenue du général de gaulle,,02590,étreillers,avenue du général de gaulle 02590 étreillers france,https://bibliotheque.aisne.com/,,,bibl_02296_3726,aucun,"49.829072,3.162624",Aisne,ministère de la culture - service du livre et de la lecture,li14781,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
médiatheque municipale de savy,place saint martin,,02590,savy,place saint martin 02590 savy france,https://bibliotheque.aisne.com/,,,bibl_02702_3780,aucun,"49.829574,3.193377",Aisne,ministère de la culture - service du livre et de la lecture,li82,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
médiatheque municipale,rue de la pleiade,,02600,villers-cotterêts,rue de la pleiade 02600 villers-cotterêts france,https://bibliotheque.aisne.com/,,,bibl_02810_3798,aucun,"49.24344,3.077263",Aisne,ministère de la culture - service du livre et de la lecture,li93,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale,7 place du docteur marechal,,02630,wassigny,7 place du docteur marechal 02630 wassigny france,https://bibliotheque.aisne.com/,,,bibl_02830_3801,aucun,"50.013792,3.598947",Aisne,ministère de la culture - service du livre et de la lecture,li94,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale de folembray,11 rue henri leguay,,02670,folembray,11 rue henri leguay 02670 folembray france,https://bibliotheque.aisne.com/,,,bibl_02318_3732,aucun,"49.54202,3.288518",Aisne,ministère de la culture - service du livre et de la lecture,li5092,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque d'essigny le grand,0 rue de flandre,,02690,essigny-le-grand,0 rue de flandre 02690 essigny-le-grand france,https://bibliotheque.aisne.com/,,,bibl_02287_3722,aucun,"49.779193,3.279204",Aisne,ministère de la culture - service du livre et de la lecture,li5087,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale de barisis aux bois,rue du marais,,02700,barisis-aux-bois,rue du marais 02700 barisis-aux-bois france,https://bibliotheque.aisne.com/,,,bibl_02049_3681,aucun,"49.578953,3.32905",Aisne,ministère de la culture - service du livre et de la lecture,li5058,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale,place andre rullier,,02700,frières-faillouël,place andre rullier 02700 frières-faillouël france,https://bibliotheque.aisne.com/,,,bibl_02336_3736,aucun,"49.686749,3.238602",Aisne,ministère de la culture - service du livre et de la lecture,li5094,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
médiathèque l'oiseau lire,1 place lionel lefèvre,,02700,tergnier,1 place lionel lefèvre 02700 tergnier france,https://bibliotheque.aisne.com/,,,bibl_02738_3785,aucun,"49.658627,3.297251",Aisne,ministère de la culture - service du livre et de la lecture,li89,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
médiatheque gerald naberes,123 chaussee brunehaut,,02700,condren,123 chaussee brunehaut 02700 condren france,https://bibliotheque.aisne.com/,,,bibl_02212_3712,aucun,"49.629247,3.280971",Aisne,ministère de la culture - service du livre et de la lecture,li6649,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale,5 rue pasteur,,02700,mennessis,5 rue pasteur 02700 mennessis france,https://bibliotheque.aisne.com/,,,bibl_02474_3757,aucun,"49.693307,3.273176",Aisne,ministère de la culture - service du livre et de la lecture,li72,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
médiatheque d' holnon,esplanade charles de gaulle,,02760,holnon,esplanade charles de gaulle 02760 holnon france,https://bibliotheque.aisne.com/,,,bibl_02382_3742,aucun,"49.861575,3.213038",Aisne,ministère de la culture - service du livre et de la lecture,li68,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque de charmes,30 rue des bourgmestres,,02800,charmes,30 rue des bourgmestres 02800 charmes france,https://bibliotheque.aisne.com/,,,bibl_02165_3700,aucun,"49.652222,3.378606",Aisne,ministère de la culture - service du livre et de la lecture,li51,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale de la fere,rue des bigons,,02800,la fère,rue des bigons 02800 la fère france,https://bibliotheque.aisne.com/,,,bibl_02304_3728,aucun,"49.663179,3.369173",Aisne,ministère de la culture - service du livre et de la lecture,li61,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque lire a brumetz,13 grande rue,,02810,brumetz,13 grande rue 02810 brumetz france,https://bibliotheque.aisne.com/,,,bibl_02125_3693,aucun,"49.101796,3.160546",Aisne,ministère de la culture - service du livre et de la lecture,li5068,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque lire en orxois,place de l'eglise,,02810,chézy-en-orxois,place de l'eglise 02810 chézy-en-orxois france,https://bibliotheque.aisne.com/,,,bibl_02185_3704,aucun,"49.123788,3.182195",Aisne,ministère de la culture - service du livre et de la lecture,li6647,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale de corbeny,3 bis rue des remparts du nord,,02820,corbeny,3 bis rue des remparts du nord 02820 corbeny france,https://bibliotheque.aisne.com/,,,bibl_02215_3713,aucun,"49.462771,3.822068",Aisne,ministère de la culture - service du livre et de la lecture,li5080,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale de st erme outre ramecourt,46 grande rue,,02820,saint-erme-outre-et-ramecourt,46 grande rue 02820 saint-erme-outre-et-ramecourt france,https://bibliotheque.aisne.com/,,,bibl_02676_3775,aucun,"49.514404,3.838441",Aisne,ministère de la culture - service du livre et de la lecture,li5114,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
médiatheque marc blancpain,place rochefort,,02830,saint-michel,place rochefort 02830 saint-michel france,https://bibliotheque.aisne.com/,,,bibl_02684_3776,aucun,"49.918839,4.134343",Aisne,ministère de la culture - service du livre et de la lecture,li87,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque,rue du monument,,02840,eppes,rue du monument 02840 eppes france,https://bibliotheque.aisne.com/,,,bibl_02282_3721,aucun,"49.556063,3.737999",Aisne,ministère de la culture - service du livre et de la lecture,li5086,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale de trelou sur marne,nc nc nc,,02850,trélou-sur-marne,nc nc nc 02850 trélou-sur-marne france,https://bibliotheque.aisne.com/,,,bibl_02748_3786,aucun,"49.075367,3.610737",Aisne,ministère de la culture - service du livre et de la lecture,li6660,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque arsène houssaye,12 place des leups,,02860,bruyères-et-montbérault,12 place des leups 02860 bruyères-et-montbérault france,https://bibliotheque.aisne.com/,,,bibl_02128_3694,aucun,"49.524491,3.664966",Aisne,ministère de la culture - service du livre et de la lecture,li49,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
association plaisir de lire,place lamartine,,02880,chivres-val,place lamartine 02880 chivres-val france,https://bibliotheque.aisne.com/,,,bibl_02190_3707,aucun,"49.394665,3.435039",Aisne,ministère de la culture - service du livre et de la lecture,li5076,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bucy-le-long,3 rue de besseville,,02880,bucy-le-long,3 rue de besseville 02880 bucy-le-long france,https://bibliotheque.aisne.com/,,,bibl_02131_3695,aucun,"49.390484,3.396492",Aisne,ministère de la culture - service du livre et de la lecture,li14810,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
biblitotheque de crouy,31 avenue general patton,,02880,crouy,31 avenue general patton 02880 crouy france,https://bibliotheque.aisne.com/,,,bibl_02243_3718,aucun,"49.400106,3.354642",Aisne,ministère de la culture - service du livre et de la lecture,li57,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
bibliothèque municipale,19 rue louis philipon,,02880,juvigny,19 rue louis philipon 02880 juvigny france,https://bibliotheque.aisne.com/,,,bibl_02398_3745,aucun,"49.447423,3.318569",Aisne,ministère de la culture - service du livre et de la lecture,li5097,bibliothèque,,Hauts-de-France,lecture publique,,A,Bibliothèque Départementale de l'Aisne,CMPP02
médiathèque d'herbès - manosque,rue du mont d'or,,04100,manosque,rue du mont d'or 04100 manosque france,https://lamediatheque04.fr/,,,bibl_04112_4079,uc10,"43.834176,5.78325",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li137,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
médiathèque intercommunale du castellas,,,04110,montfuron, 04110 montfuron france,https://lamediatheque04.fr/,,,bibl_04128_4083,uc10,"43.835376,5.6939",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li14636,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
médiathèque intercommunale de volx,place martin bret,,04130,volx,place martin bret 04130 volx france,https://lamediatheque04.fr/,,,bibl_04245_4130,uc10,"43.896402,5.834875",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li14642,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
médiathèque intercommunale de villeneuve,rue des rosiers,,04180,villeneuve,rue des rosiers 04180 villeneuve france,https://lamediatheque04.fr/,,,bibl_04242_4128,uc10,"43.891555,5.86347",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li14641,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
bibliothèque paul maurel de valensole,,,04210,valensole, 04210 valensole france,https://lamediatheque04.fr/,,,bibl_04230_4125,uc10,"43.83374,5.971295",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li151,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
médiathèque la passerelle,place de la libération,,04220,sainte-tulle,place de la libération 04220 sainte-tulle france,https://lamediatheque04.fr/,,,bibl_04197_4112,uc10,"43.786444,5.765202",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li14640,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
médiathèque intercommunale de corbières,23 rue des écoles,,04220,corbières-en-provence,23 rue des écoles 04220 corbières-en-provence france,https://lamediatheque04.fr/,,,bibl_04063_4066,uc10,"43.761379,5.751421",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li14635,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
bibliothèque de puimoisson,route de riez,,04410,puimoisson,route de riez 04410 puimoisson france,https://lamediatheque04.fr/,,,bibl_04157_4095,uc10,"43.862747,6.126579",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li10136,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
médiathèque intercommunale de quinson,,,04500,quinson, 04500 quinson france,https://lamediatheque04.fr/,,,bibl_04158_4096,uc10,"43.70224,6.039054",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li143,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
bibliothèque d'allemagne en provence,,,04500,allemagne-en-provence, 04500 allemagne-en-provence france,https://lamediatheque04.fr/,,,bibl_04004_4044,uc10,"43.788197,6.019385",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li14253,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
médiathèque intercommunale de roumoules,place de la blachette,,04500,roumoules,place de la blachette 04500 roumoules france,https://lamediatheque04.fr/,,,bibl_04172_4103,uc10,"43.824953,6.130392",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li14639,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
bibliothèque alphonse rabbe,allées louis gardiol,,04500,riez,allées louis gardiol 04500 riez france,https://lamediatheque04.fr/,,,bibl_04166_4101,uc10,"43.81746,6.092344",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li14638,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
médiathèque \,place sainte agathe,,04700,la brillanne,place sainte agathe 04700 la brillanne france,https://lamediatheque04.fr/,,,bibl_04034_4054,uc10,"43.928158,5.891045",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li14597,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
bibliothèque intercommunale du castellet,rue de la carrière,,04700,le castellet,rue de la carrière 04700 le castellet france,https://lamediatheque04.fr/,,,bibl_04041_4057,uc10,"43.937729,5.978868",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li15607,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
médiathèque romain selsis,impasse général eydoux,,04700,oraison,impasse général eydoux 04700 oraison france,https://lamediatheque04.fr/,,,bibl_04143_4088,uc10,"43.91604,5.917662",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li14637,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
bibliothèque intercommunale d'esparron,foyer rural,,04800,esparron-de-verdon,foyer rural 04800 esparron-de-verdon france,https://lamediatheque04.fr/,,,bibl_04081_4069,uc10,"43.752658,5.940003",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li15608,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
bibliothèque de saint-martin-de-brômes,,,04800,saint-martin-de-brômes, 04800 saint-martin-de-brômes france,https://lamediatheque04.fr/,,,bibl_04189_4108,uc10,"43.774788,5.957831",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li148,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
bibliothèque intercommunale de pierrevert,,,04860,pierrevert, 04860 pierrevert france,https://lamediatheque04.fr/,,,bibl_04152_4093,uc10,"43.815638,5.742321",alpes-de-haute-provence,ministère de la culture - service du livre et de la lecture,li14596,bibliothèque,,Provence-Alpes-Côte d'Azur,lecture publique,,,DOUBLON,uc10
bibliothèque, ,,05000,la batie-vieille,  05000 la batie-vieille france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.556689, 6.157503",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie,les rougiers,,05000,chateauvieux,les rougiers 05000 chateauvieux france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.483831, 6.050738",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
la station, ,,05000,laye,  05000 laye france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.572198, 6.090767",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie,le bourg,,05000,neffes,le bourg 05000 neffes france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.530939, 6.041898",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie,170 rue de la mairie,,05000,pelleautier,170 rue de la mairie 05000 pelleautier france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.516007, 6.017686",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie,le village,,05000,rambaud,le village 05000 rambaud france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.550017, 6.152434",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque,28 avenue du 159e ria,,05100,briancon,28 avenue du 159e ria 05100 briancon france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.897633, 6.634132",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
puy-saint-andré, ,,05100,puy st andre,  05100 puy st andre france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.871957, 6.599882",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
vachette - val des prés,21 route de la durance,,05100,val des pres,21 route de la durance 05100 val des pres france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.915535, 6.673259",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque, ,,05110,barcillonnette,  05110 barcillonnette france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.435159, 5.928774",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
médiathèque,place de la mairie,,05110,lardier et valenca,place de la mairie 05110 lardier et valenca france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.434808, 5.980473",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
saulce (la),rue des ecoles,,05110,la saulce,rue des ecoles 05110 la saulce france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.424893, 6.003919",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
château saint-jean,rue du château,,05120,l'argentiere-la-bessee,rue du château 05120 l'argentiere-la-bessee france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.78418, 6.552341",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
ecole primaire les prés verts,les meyriès,,05120,saint-martin-de-queyrieres,les meyriès 05120 saint-martin-de-queyrieres france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.84377, 6.581183",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
jarjayes, ,,05130,jarjayes,  05130 jarjayes france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.507657, 6.106891",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
sigoyer,place du village,,05130,sigoyer,place du village 05130 sigoyer france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.478132, 5.976691",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
médiathèque michel serres,1 rue des sapins,,05130,tallard,1 rue des sapins 05130 tallard france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.46214, 6.053804",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
valserres,le village,,05130,valserres,le village 05130 valserres france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.488187, 6.126581",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque,maison du parc,,05140,aspres sur buech,maison du parc 05140 aspres sur buech france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.523099, 5.74643",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque, ,,05140,la beaume,  05140 la beaume france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.545194, 5.658454",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
médiathèque du bôchaine,route départementale 1075,,05140,la faurie,route départementale 1075 05140 la faurie france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.616966, 5.706399",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie, ,,05140,st pierre d'argencon,  05140 st pierre d'argencon france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.520956, 5.696805",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bâtiment communal,ancienne école,,05150,montmorin,ancienne école 05150 montmorin france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.456976, 5.534095",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie, ,,05150,moydans,  05150 moydans france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.399207, 5.503849",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque emile thore, ,le village,05150,ribeyret,  05150 ribeyret france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.414973, 5.553168",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
rosans,rue aristide briand,,05150,rosans,rue aristide briand 05150 rosans france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.389657, 5.473081",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
pôle le xxe,place de la combette,,05160,savines-le-lac,place de la combette 05160 savines-le-lac france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.52773, 6.406429",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque,avenue de l'hôtel,,05190,espinasses,avenue de l'hôtel 05190 espinasses france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.466017, 6.227002",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
remollon,32 route des 3 alpes,,05190,remollon,32 route des 3 alpes 05190 remollon france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.467895, 6.168635",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque,place des ballerins,,05200,crots,place des ballerins 05200 crots france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.539415, 6.484986",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
bibliothèque,route de caleyère,,05200,embrun,route de caleyère 05200 embrun france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.571392, 6.486185",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
mairie,les truchets,,05200,puy-sanieres,les truchets 05200 puy-sanieres france,https://bibliotheques.hautes-alpes.fr/,,,,aucun,"44.55681277910376, 6.435885044145302",Hautes-Alpes,,,bibliothèque,,Provence-Alpes-Côte d'Azur,,,AP,Bibliothèque départementale des Hautes-Alpes,CMPP05
