nom,adresse,complement_adresse,code_postal,libelle_geographique,adresse_postale,lien,telephone,email,identifiant_deps_à_partir_de_2022,code_du_reseau_de_bibliothèques,coordonnees_gps_lat_lon,departement,type_equipement_ou_lieu,region,nom_du_reseau_de_bibliotheques,nom_de_l_Illustre,surface_bibliotheque,rang,ident,libelle_EPCI,code_insee_epci,demographie_entree,demographie_sortie,demographie_détail,type
triangle,3 boulevard de yougoslavie,,35000,rennes,3 boulevard de yougoslavie 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9225,uc144,"48.088565,-1.659374",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,6190,9225,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
villejean,43 cours kennedy,,35000,rennes,43 cours kennedy 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9216,uc144,"48.120964,-1.710857",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,461,9216,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
bourg l'evesque,2 boulevard de verdun,,35000,rennes,2 boulevard de verdun 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9218,uc144,"48.11306,-1.693128",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,335,9218,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
cleunay,2 rue andre trasbot,,35000,rennes,2 rue andre trasbot 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9220,uc144,"48.100818,-1.709156",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,324,9220,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
champs manceaux,15 rue des freres louis et rene moine,,35000,rennes,15 rue des freres louis et rene moine 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9217,uc144,"48.091924,-1.681752",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,548,9217,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
longs champs,60 rue doyen albert et pierre bouzat,,35000,rennes,60 rue doyen albert et pierre bouzat 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9226,uc144,"48.128204,-1.636684",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,378,9226,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
clôteaux brequigny,84 rue d'angleterre,,35000,rennes,84 rue d'angleterre 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9227,uc144,"48.082896,-1.691744",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,449,9227,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
bibliothèque musicale jean-yves couteau,"2 t, rue des ursulines",,37000,tours,"2 t, rue des ursulines 37000 tours france", https://www.univ-tours.fr/bibliotheques/,02 47 36 68 80,,,,"47.394655, 0.69779",indre-et-loire,établissement d'enseignement supérieur,centre-val de loire,,,,,,,,,,,université
"bibliothèque universitaire de médecine, émile-aron"," 10, boulevard tonnellé",,37032,tours cedex 1," 10, boulevard tonnellé 37032 tours cedex 1 france", https://www.univ-tours.fr/bibliotheques/,02 47 36 61 14,,,,"47.385876060128496, 0.6685020846991482",indre-et-loire,établissement d'enseignement supérieur,centre-val de loire,,,,,,,,,,,université
bibliothèque universitaire des tanneurs,"5, rue des tanneurs",,37041,tours cedex 1,"5, rue des tanneurs 37041 tours cedex 1 france", https://www.univ-tours.fr/bibliotheques/,02 47 36 65 04,,,,"47.39647190573042, 0.6824122981938543",indre-et-loire,établissement d'enseignement supérieur,centre-val de loire,,,,,,,,,,,université
bibliothèque universitaire de l'iut de tours nord,"29, rue du pont volant",,37082,tours,"29, rue du pont volant 37082 tours france", https://www.univ-tours.fr/bibliotheques/,02 47 36 75 10,,,,"47.408408371376694, 0.7022790828534158",indre-et-loire,établissement d'enseignement supérieur,centre-val de loire,,,,,,,,,,,université
bibliothèque universitaire de grandmont,parc de grandmont,,37200,tours,parc de grandmont 37200 tours france, https://www.univ-tours.fr/bibliotheques/,02 47 36 72 78,,,,"47.35106604800508, 0.7019360405223166",indre-et-loire,établissement d'enseignement supérieur,centre-val de loire,,,,,,,,,,,université
bibliothèque universitaire des deux-lions,"50, avenue jean portalis",,37200,tours,"50, avenue jean portalis 37200 tours france", https://www.univ-tours.fr/bibliotheques/,02 47 36 11 10,,,,"47.3663, 0.684285",indre-et-loire,établissement d'enseignement supérieur,centre-val de loire,,,,,,,,,,,université
conservatoire,"conservatoire hector berlioz
1, avenue des alpes",,38300,bourgoin-jallieu,"conservatoire hector berlioz 1, avenue des alpes 38300 bourgoin-jallieu france",https://conservatoire.capi-agglo.fr/,04 74 93 54 05,,cons_38053_21453,,"45.584777,5.275187",isère,conservatoire,auvergne-rhône-alpes,,,,21453,cons,ca porte de l'isère (c.a.p.i),"2,44E+08",,,,conservatoire
bibliothèque universitaire de blois,"6, place jean-jaurès",,41000,blois,"6, place jean-jaurès 41000 blois france", https://www.univ-tours.fr/bibliotheques/,02 54 55 71 98,,,,"47.590286, 1.336719",loire-et-cher,établissement d'enseignement supérieur,centre-val de loire,,,,,,,,,,,université
bibliotheque de salt en donzy (296), ,,42110,salt en donzy,  42110 salt en donzy france,https://mediatheque.loire.fr/,,,,,"45.7409, 4.285748",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de salvizinet (297), ,,42110,salvizinet,  42110 salvizinet france,https://mediatheque.loire.fr/,,,,,"45.759958, 4.282821",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de valeille (319),130 chemin du tatier,,42110,valeille,130 chemin du tatier 42110 valeille france,https://mediatheque.loire.fr/,,,,,"45.696374, 4.315594",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de poncins (174),place du 19 mars,,42110,poncins,place du 19 mars 42110 poncins france,https://mediatheque.loire.fr/,,,,,"45.718169, 4.163357",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de pouilly les feurs (175),9 cour bertrand thorigny,,42110,pouilly les feurs,9 cour bertrand thorigny 42110 pouilly les feurs france,https://mediatheque.loire.fr/,,,,,"45.798035, 4.231412",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de cleppe (066), ,,42110,cleppe,  42110 cleppe france,https://mediatheque.loire.fr/,,,,,"45.752592, 4.181874",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint barthelemy lestra (202),107 rue du relais de poste,,42110,saint barthelemy lestra,107 rue du relais de poste 42110 saint barthelemy lestra france,https://mediatheque.loire.fr/,,,,,"45.720811, 4.3412",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
mediatheque de feurs (094),rue gambetta,,42110,feurs,rue gambetta 42110 feurs france,https://mediatheque.loire.fr/,,,,,"45.744772, 4.223551",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint martin lestra (261),3 place de la fontaine,,42110,saint martin lestra,3 place de la fontaine 42110 saint martin lestra france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.721118, 4.354375",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint thurin (291), ,,42111,saint thurin,  42111 saint thurin france,https://mediatheque.loire.fr/,,,,,"45.793617, 3.845871",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de la valla sur rochefort (321), ,,42111,la valla sur rochefort,  42111 la valla sur rochefort france,https://mediatheque.loire.fr/,,,,,"45.761659, 3.850747",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de machezal (128), ,,42114,machezal,  42114 machezal france,https://mediatheque.loire.fr/,,,,,"45.927739, 4.310298",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de chirassimont (063),place de l eglise,,42114,chirassimont,place de l eglise 42114 chirassimont france,https://mediatheque.loire.fr/,,,,,"45.91412, 4.285278",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint vincent de boisset (294),place de l ecole,,42120,saint vincent de boisset,place de l ecole 42120 saint vincent de boisset france,https://mediatheque.loire.fr/,,,,,"46.006748, 4.121098",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
mediatheque ludotheque de perreux (170),place de verdun,,42120,perreux,place de verdun 42120 perreux france,https://mediatheque.loire.fr/,,,,,"46.038332, 4.121315",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
mediatheque de commelle vernay (069),519 rue jules ferry,,42120,commelle vernay,519 rue jules ferry 42120 commelle vernay france,https://mediatheque.loire.fr/,,,,,"46.000447, 4.060016",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
espace de vie sociale la soupe au caillou,260 rue des vignes,,42120,perreux,260 rue des vignes 42120 perreux france,https://mediatheque.loire.fr/,,,,,"46.038791, 4.122332",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint marcel de felines (254), ,,42122,saint marcel de felines,  42122 saint marcel de felines france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.867365, 4.188788",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de cordelle (070),route de roanne,,42123,cordelle,route de roanne 42123 cordelle france,https://mediatheque.loire.fr/,,,,,"45.956144, 4.061899",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint cyr de favieres (212), ,,42123,saint cyr de favieres,  42123 saint cyr de favieres france,https://mediatheque.loire.fr/,,,,,"45.973049, 4.102019",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de marcilly le chatel (134),219 rue du pave,,42130,marcilly le chatel,219 rue du pave 42130 marcilly le chatel france,https://mediatheque.loire.fr/,,,,,"45.693756, 4.034581",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint sixte (288), ,,42130,saint sixte,  42130 saint sixte france,https://mediatheque.loire.fr/,,,,,"45.767767, 3.974454",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de marcoux (136), ,,42130,marcoux,  42130 marcoux france,https://mediatheque.loire.fr/,,,,,"45.709037, 4.005121",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de montverdun (150),place de la mairie,,42130,montverdun,place de la mairie 42130 montverdun france,https://mediatheque.loire.fr/,,,,,"45.715005, 4.066224",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de trelins (313),rue de l'eglise,,42130,trelins,rue de l'eglise 42130 trelins france,https://mediatheque.loire.fr/,,,,,"45.731059, 4.007465",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de leigneux (119),place du chapitre,,42130,leigneux,place du chapitre 42130 leigneux france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.751391, 3.976364",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de la valla en gier (322),2 bis rue du frere francois,,42131,la valla en gier,2 bis rue du frere francois 42131 la valla en gier france,https://mediatheque.loire.fr/,,,,,"45.414668, 4.516397",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de marcenod (133),chemin des ecoliers,,42140,marcenod,chemin des ecoliers 42140 marcenod france,https://mediatheque.loire.fr/,,,,,"45.570804, 4.483435",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de maringes (138), ,,42140,maringes,  42140 maringes france,https://mediatheque.loire.fr/,,,,,"45.659379, 4.352583",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de viricelles (335),18 rue des hortensias,,42140,viricelles,18 rue des hortensias 42140 viricelles france,https://mediatheque.loire.fr/,,,,,"45.651854, 4.373051",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de virigneux (336), ,,42140,virigneux,  42140 virigneux france,https://mediatheque.loire.fr/,,,,,"45.68881, 4.348797",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
mediatheque de chazelles sur lyon (059),11 rue massenet,,42140,chazelles sur lyon,11 rue massenet 42140 chazelles sur lyon france,https://mediatheque.loire.fr/,,,,,"45.63819, 4.393007",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de chevrieres (062), ,,42140,chevrieres,  42140 chevrieres france,https://mediatheque.loire.fr/,,,,,"45.587982, 4.408377",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de fontanes (096),1 rue de l ecole,,42140,fontanes,1 rue de l ecole 42140 fontanes france,https://mediatheque.loire.fr/,,,,,"45.546647, 4.437312",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de grammond (102),rue du forez,,42140,grammond,rue du forez 42140 grammond france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.566667, 4.439846",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
mediatheque de l horme (110),cours marin,,42152,l horme,cours marin 42152 l horme france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.485731, 4.543405",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de ouches (162),151 rue des ecoles,,42155,ouches,151 rue des ecoles 42155 ouches france,https://mediatheque.loire.fr/,,,,,"46.015931, 3.987856",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de pouilly les nonains (176),place antoine deroche,,42155,pouilly les nonains,place antoine deroche 42155 pouilly les nonains france,https://mediatheque.loire.fr/,,,,,"46.038358, 3.982217",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint jean saint maurice (239),place saint jean,,42155,saint jean saint maurice,place saint jean 42155 saint jean saint maurice france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.96644, 4.002857",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint leger sur roanne (253),140 grande rue,,42155,saint leger sur roanne,140 grande rue 42155 saint leger sur roanne france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"46.040195, 3.997196",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
mediatheque de lentigny (120),place de la mairie,,42155,lentigny,place de la mairie 42155 lentigny france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.996174, 3.981552",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
mediatheque de bonson (022),centre marguerite chavarot,,42160,bonson,centre marguerite chavarot 42160 bonson france,https://mediatheque.loire.fr/,,,,,"45.52703143671932, 4.218240013487538",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint cyprien (211),espace jean dessagne,,42160,saint cyprien,espace jean dessagne 42160 saint cyprien france,https://mediatheque.loire.fr/,,,,,"45.537695163606955, 4.235694354017476",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
le kiosque,1 rue blaise pascal,,42160,andrezieux boutheon,1 rue blaise pascal 42160 andrezieux boutheon france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.523752, 4.271778",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque andrezieux le nelumbo (005),39 bis avenue de st etienne,,42160,andrezieux boutheon,39 bis avenue de st etienne 42160 andrezieux boutheon france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.526237, 4.267568",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de boutheon (005),place victor hugo,,42160,andrezieux boutheon,place victor hugo 42160 andrezieux boutheon france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.542064, 4.267",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de chambles (042), ,,42170,chambles,  42170 chambles france,https://mediatheque.loire.fr/,,,,,"45.456989, 4.217622",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
mediatheque intercommunale de charlieu (052),place saint philibert,,42190,charlieu,place saint philibert 42190 charlieu france,https://mediatheque.loire.fr/,,,,,"46.158318, 4.170535",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de bellegarde en forez (013),188 chemin neuf,,42210,bellegarde en forez,188 chemin neuf 42210 bellegarde en forez france,https://mediatheque.loire.fr/,,,,,"45.647777, 4.297352",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
mediatheque de montrond les bains - les passerelles (149),3 rue du geyser,,42210,montrond les bains,3 rue du geyser 42210 montrond les bains france,https://mediatheque.loire.fr/,,,,,"45.643394, 4.236168",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de unias (315),61 centre bourg,,42210,unias,61 centre bourg 42210 unias france,https://mediatheque.loire.fr/,,,,,"45.605357, 4.22631",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint andre le puy (200),rue victor hugo,,42210,saint andre le puy,rue victor hugo 42210 saint andre le puy france,https://mediatheque.loire.fr/,,,,,"45.645956, 4.258998",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de craintilleux (075), ,,42210,craintilleux,  42210 craintilleux france,https://mediatheque.loire.fr/,,,,,"45.576162, 4.221357",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint laurent la conche (251), ,,42210,saint laurent la conche,  42210 saint laurent la conche france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.685946, 4.232686",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de l hopital le grand (108),rue chenes,,42210,l hopital le grand,rue chenes 42210 l hopital le grand france,https://mediatheque.loire.fr/medias/medias.aspx?instance=exploitation&portal_id=general_portal.xml,,,,,"45.593022, 4.20038",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
bibliotheque de saint sauveur en rue (287),12 allee sur pourret,,42220,saint sauveur en rue,12 allee sur pourret 42220 saint sauveur en rue france,https://mediatheque.loire.fr/,,,,,"45.272167, 4.499714",loire,bibliothèque,auvergne-rhône-alpes,,,,,,,,,,,bibliothèque
