nom,adresse,complement_adresse,code_postal,libelle_geographique,adresse_postale,lien,telephone,email,identifiant_deps_à_partir_de_2022,code_du_reseau_de_bibliothèques,coordonnees_gps_lat_lon,departement,type_equipement_ou_lieu,region,nom_du_reseau_de_bibliotheques,nom_de_l_Illustre,surface_bibliotheque,rang,ident,libelle_EPCI,code_insee_epci,demographie_entree,demographie_sortie,demographie_détail,type
Bibliothèque Muncipale,4 rue de L'école,,57200,Wœlfling-lès-Sarreguemines,4 rue de L'école 57200 Wœlfling-lès-Sarreguemines France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC253,"49.087104, 7.173409",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,5 rue de Millery,,57200,Bliesbruck,5 rue de Millery 57200 Bliesbruck France,https://moselia.moselle.fr/,,,,UC253,"49.114266, 7.178218",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque communautaire,1 rue Robert Schuman,,57220,Boulay-Moselle,1 rue Robert Schuman 57220 Boulay-Moselle France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.185524, 6.491755",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,61 rue Jeanne D'arc,,57220,Téterchen,61 rue Jeanne D'arc 57220 Téterchen France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.230704, 6.562401",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque de Conde Northen,48 rue Des Deux Nied,,57220,Condé-Northen,48 rue Des Deux Nied 57220 Condé-Northen France,https://moselia.moselle.fr/,,,,-,"49.155909, 6.434051",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,6 rue de L'école,,57230,Baerenthal,6 rue de L'école 57230 Baerenthal France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.978799, 7.517638",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque Joseph Schaefer,44 rue Saint-Augustin,,57230,Bitche,44 rue Saint-Augustin 57230 Bitche France,https://moselia.moselle.fr/,,,,-,"49.054824, 7.430167",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque Victor Madelaine,1 rue Castelnau,,57240,Nilvange,1 rue Castelnau 57240 Nilvange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.343933, 6.04488",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,place de G,,57240,Knutange,place de G 57240 Knutange France,https://moselia.moselle.fr/,,,,-,"49.340541, 6.038291",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,16 rue de la Botte,,57245,Mécleuves,16 rue de la Botte 57245 Mécleuves France,https://moselia.moselle.fr/,,,,-,"49.045667, 6.269677",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,place Francois Mitterrand,,57250,Moyeuvre-Grande,place Francois Mitterrand 57250 Moyeuvre-Grande France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.24478, 6.032682",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,3 rue Arago,,57255,Sainte-Marie-aux-Chênes,3 rue Arago 57255 Sainte-Marie-aux-Chênes France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.190231, 5.999475",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque Lucien Becker,Impasse Jean Laurain,,57260,Dieuze,Impasse Jean Laurain 57260 Dieuze France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.812371, 6.712622",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 Grand'rue,,57270,Richemont,1 Grand'rue 57270 Richemont France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.27852, 6.166329",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque municipale,5 rue Du Temple,,57270,Uckange,5 rue Du Temple 57270 Uckange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.301677, 6.155256",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque municipale,65 Grand rue,,57280,Maizières-lès-Metz,65 Grand rue 57280 Maizières-lès-Metz France,https://moselia.moselle.fr/,,,,-,"49.212195, 6.159631",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque municipale,place Roger Claude,,57290,Fameck,place Roger Claude 57290 Fameck France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.314131, 6.103549",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 place François Mitterrand,,57290,Serémange-Erzange,1 place François Mitterrand 57290 Serémange-Erzange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.318677, 6.093245",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,6 rue Du Moulin,,57300,Ay-sur-Moselle,6 rue Du Moulin 57300 Ay-sur-Moselle France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.241764, 6.205734",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,43 rue de la Gare,,57300,Hagondange,43 rue de la Gare 57300 Hagondange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.252089, 6.166265",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 rue Des Ecoles,,57300,Trémery,1 rue Des Ecoles 57300 Trémery France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.244493, 6.229209",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale de Mondelange,392 Bis rue de Metz,,57300,Mondelange,392 Bis rue de Metz 57300 Mondelange France,https://moselia.moselle.fr/,,,,-,"49.262326, 6.170072",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque municipale,2 rue D'auvergne,,57310,Bousse,2 rue D'auvergne 57310 Bousse France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.278413, 6.196835",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,0 Boulevard Sous Les Vignes,,57310,Guénange,0 Boulevard Sous Les Vignes 57310 Guénange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.300152, 6.204912",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,7 rue Des Ecoles,,57310,Rurange-lès-Thionville,7 rue Des Ecoles 57310 Rurange-lès-Thionville France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.275846, 6.233634",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Espace Culturel de Bouzonville,2 rue Des Bénédictins,,57320,Bouzonville,2 rue Des Bénédictins 57320 Bouzonville France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.291111, 6.531954",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,70 rue Robert Schuman,,57320,Freistroff,70 rue Robert Schuman 57320 Freistroff France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.281916, 6.489764",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,3 rue Principale,,57320,Heining-lès-Bouzonville,3 rue Principale 57320 Heining-lès-Bouzonville France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.311734, 6.59654",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 place Rene Medernach,,57330,Hettange-Grande,1 place Rene Medernach 57330 Hettange-Grande France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.405477, 6.158344",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque municipale,13 Avenue Du Marechal Leclerc,,57340,Morhange,13 Avenue Du Marechal Leclerc 57340 Morhange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.923458, 6.64146",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 place de Wendel,,57350,Stiring-Wendel,1 place de Wendel 57350 Stiring-Wendel France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.201814, 6.92836",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Association de Gestion de La Bibliothèque municipale,place de la Charente,,57350,Spicheren,place de la Charente 57350 Spicheren France,https://moselia.moselle.fr/,,,,-,"49.190887, 6.964836",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque,44 Bis rue Clemenceau,,57360,Amnéville,44 Bis rue Clemenceau 57360 Amnéville France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.258738, 6.138637",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,8 rue Porte Haute,,57365,Ennery,8 rue Porte Haute 57365 Ennery France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.226631, 6.218863",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque intercommunale,2 rue Du College,,57370,Phalsbourg,2 rue Du College 57370 Phalsbourg France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC252,"48.767876, 7.259704",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque Les Halles,1 rue de la République,,57380,Faulquemont,1 rue de la République 57380 Faulquemont France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.040536, 6.598808",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,118 rue Des Jardins,,57385,Laudrefang,118 rue Des Jardins 57385 Laudrefang France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.083166, 6.637861",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,31 rue Du General Leclerc,,57390,Audun-le-Tiche,31 rue Du General Leclerc 57390 Audun-le-Tiche France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.470834, 5.957129",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 rue de L'église,,57400,Sarraltroff,1 rue de L'église 57400 Sarraltroff France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.774085, 7.061434",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,,,57400,Hilbesheim,57400 Hilbesheim France,https://moselia.moselle.fr/,,,,-,"48.779695, 7.095665",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale Pierre Messmer,13 rue de la Paix,,57400,Sarrebourg,13 rue de la Paix 57400 Sarrebourg France,https://moselia.moselle.fr/,,,,-,"48.734925, 7.055726",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque intercommunale,1 place de la Grotte,,57405,Arzviller,1 place de la Grotte 57405 Arzviller France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC252,"48.717704, 7.163747",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque de La Schwalb,place de L'église,,57410,Lambach,place de L'église 57410 Lambach France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.033859, 7.360023",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,10 rue Des Écoles,,57410,Petit-Réderching,10 rue Des Écoles 57410 Petit-Réderching France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.053452, 7.305621",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,3 rue D'alsace,,57410,Rahling,3 rue D'alsace 57410 Rahling France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.991368, 7.215169",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,24 A rue Pasteur,,57410,Rohrbach-lès-Bitche,24 A rue Pasteur 57410 Rohrbach-lès-Bitche France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.043991, 7.270707",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,rue Des Écoles,,57410,Gros-Réderching,rue Des Écoles 57410 Gros-Réderching France,https://moselia.moselle.fr/,,,,-,"49.067908, 7.219641",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 rue Du Chanoine Wagner,,57412,Etting,1 rue Du Chanoine Wagner 57412 Etting France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.030903, 7.179156",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,11 rue de L'église,,57415,Montbronn,11 rue de L'église 57415 Montbronn France,https://moselia.moselle.fr/,,,,-,"48.992362, 7.30708",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,5 Route de Sorbey,,57420,Pontoy,5 Route de Sorbey 57420 Pontoy France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.020402, 6.286202",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,place Saint-Michel,,57420,Verny,place Saint-Michel 57420 Verny France,https://moselia.moselle.fr/,,,,-,"49.006808, 6.199286",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,2 place de la République,,57430,Sarralbe,2 place de la République 57430 Sarralbe France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC253,"48.999872, 7.029921",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,8 rue de Verdun,,57440,Algrange,8 rue de Verdun 57440 Algrange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.363155, 6.049987",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,rue Du 21 Novembre,,57445,Réding,rue Du 21 Novembre 57445 Réding France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.745478, 7.100144",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,rue Saint Blaise,,57460,Behren-lès-Forbach,rue Saint Blaise 57460 Behren-lès-Forbach France,https://moselia.moselle.fr/,,,,-,"49.17583, 6.933569",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,12 rue de Forbach,,57460,Kerbach,12 rue de Forbach 57460 Kerbach France,https://moselia.moselle.fr/,,,,-,"49.166601, 6.965305",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,12 Quai Des Ducs de Lorraine,,57480,Sierck-les-Bains,12 Quai Des Ducs de Lorraine 57480 Sierck-les-Bains France,https://moselia.moselle.fr/,,,,-,"49.442456, 6.359684",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale de l'Hopital,15 rue de Nassau,,57490,L'Hôpital,15 rue de Nassau 57490 L'Hôpital France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.161946, 6.736311",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque municipale,1 rue de la Chapelle,,57500,Saint-Avold,1 rue de la Chapelle 57500 Saint-Avold France,https://moselia.moselle.fr/,,,,-,"49.106851, 6.701673",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,Impasse Du Stade,,57510,Loupershouse,Impasse Du Stade 57510 Loupershouse France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC253,"49.081015, 6.912056",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,rue Jean Moulin,,57510,Puttelange-aux-Lacs,rue Jean Moulin 57510 Puttelange-aux-Lacs France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC253,"49.052477, 6.927759",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 rue de L'école,,57510,Rémering-lès-Puttelange,1 rue de L'école 57510 Rémering-lès-Puttelange France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC253,"49.034567, 6.940845",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,3 rue de la République,,57520,Grosbliederstroff,3 rue de la République 57520 Grosbliederstroff France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC253,"49.15478, 7.027569",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,13 rue Jacques Prévert,,57520,Rouhling,13 rue Jacques Prévert 57520 Rouhling France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC253,"49.141246, 7.004384",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque-Médiathèque municipale,8 Grand-rue,,57525,Talange,8 Grand-rue 57525 Talange France,https://moselia.moselle.fr/,,,,-,"49.237068, 6.169787",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,4 rue Du Marechal Leclerc,,57530,Courcelles-Chaussy,4 rue Du Marechal Leclerc 57530 Courcelles-Chaussy France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.108108, 6.405727",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,27 rue de Metz,,57530,Courcelles-sur-Nied,27 rue de Metz 57530 Courcelles-sur-Nied France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.070313, 6.310977",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,8 rue de Lor,,57530,Pange,8 rue de Lor 57530 Pange France,https://moselia.moselle.fr/,,,,-,"49.084516, 6.357449",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,12 rue de L'abani,,57535,Marange-Silvange,12 rue de L'abani 57535 Marange-Silvange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.214605, 6.114658",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,227 rue Principale,,57540,Petite-Rosselle,227 rue Principale 57540 Petite-Rosselle France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.216655, 6.870678",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque communautaire,21 rue Principale,,57550,Falck,21 rue Principale 57550 Falck France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.23517, 6.638001",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,6 rue de L'école,,57560,Vasperviller,6 rue de L'école 57560 Vasperviller France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.631611, 7.07253",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale  d'Abreschviller,rue Jordy,,57560,Abreschviller,rue Jordy 57560 Abreschviller France,https://moselia.moselle.fr/,,,,-,"48.636162, 7.097894",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque,39 rue Des Châteaux,,57570,Cattenom,39 rue Des Châteaux 57570 Cattenom France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.407051, 6.245457",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,82 rue Du General Zimmer,,57570,Rodemack,82 rue Du General Zimmer 57570 Rodemack France,https://moselia.moselle.fr/,,,,-,"49.468192, 6.233864",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,139 rue de la Gare,,57580,Herny,139 rue de la Gare 57580 Herny France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.998942, 6.480845",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,2 place Du 11 Novembre,,57580,Rémilly,2 place Du 11 Novembre 57580 Rémilly France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.010448, 6.397712",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque Ludothèque intercommunale,7 Impasse Saint Germain,,57590,Delme,7 Impasse Saint Germain 57590 Delme France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.886691, 6.393165",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
La Médiathèque municipale,4 place Aristide Briand,,57600,Forbach,4 place Aristide Briand 57600 Forbach France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.185432, 6.896647",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,4 rue Des Écoles,,57620,Goetzenbruck,4 rue Des Écoles 57620 Goetzenbruck France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.976145, 7.380362",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,3 rue de L'église,,57620,Lemberg,3 rue de L'église 57620 Lemberg France,https://moselia.moselle.fr/,,,,-,"49.003934, 7.378343",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,rue de Metz,,57630,Vic-sur-Seille,rue de Metz 57630 Vic-sur-Seille France,https://moselia.moselle.fr/,,,,-,"48.784695, 6.529006",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,5 place Anne de Méjanès,,57640,Argancy,5 place Anne de Méjanès 57640 Argancy France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.196041, 6.201116",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,4 place Robert Schuman,,57640,Vigy,4 place Robert Schuman 57640 Vigy France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.204907, 6.299039",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque La Biblinoise,38 rue Principale,,57645,Noisseville,38 rue Principale 57645 Noisseville France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.13457, 6.273558",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,9 rue Du Moulin,,57650,Fontoy,9 rue Du Moulin 57650 Fontoy France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.355913, 5.998498",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,5 rue Des Écoles,,57655,Boulange,5 rue Des Écoles 57655 Boulange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.381954, 5.95565",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 rue Des Violettes,,57660,Grostenquin,1 rue Des Violettes 57660 Grostenquin France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.97789, 6.738329",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque municipale,51 Grand'rue,,57670,Bénestroff,51 Grand'rue 57670 Bénestroff France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.905105, 6.761461",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque municipale,1 rue Saint-Jacques,,57670,Insming,1 rue Saint-Jacques 57670 Insming France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.956486, 6.875863",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 rue Du Sta,,57670,Albestroff,1 rue Du Sta 57670 Albestroff France,https://moselia.moselle.fr/,,,,-,"48.933031, 6.854088",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,place de Beauvent,,57680,Gorze,place de Beauvent 57680 Gorze France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.053129, 5.996892",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,place de la République,,57680,Novéant-sur-Moselle,place de la République 57680 Novéant-sur-Moselle France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.023175, 6.043978",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,rue Saint Martin,,57680,Corny-sur-Moselle,rue Saint Martin 57680 Corny-sur-Moselle France,https://moselia.moselle.fr/,,,,-,"49.035528, 6.059284",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,3 rue de la Libération,,57685,Augny,3 rue de la Libération 57685 Augny France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.05827, 6.122342",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Service Territorial de Forbach - Saint-Avold,4 rue de Metz,,57690,Créhange,4 rue de Metz 57690 Créhange France,https://moselia.moselle.fr/,03 87 35 02 51,,,,"49.061684, 6.579905",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,7 Esplanade de la Liberte,,57700,Hayange,7 Esplanade de la Liberte 57700 Hayange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.328911, 6.066048",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,50 rue Des Éc Square Charles Jacques Rossignol,,57700,Neufchef,50 rue Des Éc Square Charles Jacques Rossignol 57700 Neufchef France,https://moselia.moselle.fr/,,,,-,"49.316367, 6.022065",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 rue de la Forêt,,57710,Tressange,1 rue de la Forêt 57710 Tressange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.408678, 5.983934",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque Antoine de Saint-Exupéry,1,,57710,Aumetz,1 57710 Aumetz France,https://moselia.moselle.fr/,,,,-,"49.41647, 5.944578",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,11 rue Barret,,57720,Epping,11 rue Barret 57720 Epping France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.113154, 7.31788",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque intercommunale,Route de Dorst,,57720,Waldhouse,Route de Dorst 57720 Waldhouse France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.141935, 7.46423",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,rue Lamartine,,57730,Folschviller,rue Lamartine 57730 Folschviller France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.080326, 6.685526",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,5 rue Des Glandières,,57740,Longeville-lès-Saint-Avold,5 rue Des Glandières 57740 Longeville-lès-Saint-Avold France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.116253, 6.640457",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,6 Grand'rue,,57780,Rosselange,6 Grand'rue 57780 Rosselange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.257785, 6.068806",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,rue Du Moulin,,57800,Cocheren,rue Du Moulin 57800 Cocheren France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.150864, 6.84366",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
L@ Médiathèque,21 rue de la Croix,,57800,Freyming-Merlebach,21 rue de la Croix 57800 Freyming-Merlebach France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.14265, 6.801203",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque Jean-Marie Pelt,1 rue Haute Chambre,,57810,Réchicourt-le-Château,1 rue Haute Chambre 57810 Réchicourt-le-Château France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.665373, 6.839978",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,280 rue 51 rue Principale,,57810,Fribourg,280 rue 51 rue Principale 57810 Fribourg France,https://moselia.moselle.fr/,,,,-,"48.767141, 6.857808",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,15 Grand'rue,,57810,Lagarde,15 Grand'rue 57810 Lagarde France,https://moselia.moselle.fr/,,,,-,"48.691699, 6.703681",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,rue Antoine Huber,,57815,Gondrexange,rue Antoine Huber 57815 Gondrexange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.684383, 6.926879",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
